,MM,MR,MG,MI,MT,MP,MV,RM,RR,RG,RI,RT,RP,RV,GM,GR,GG,GI,GT,GP,GV,IM,IR,IG,II,IT,IP,IV,TM,TR,TG,TI,TT,TP,TV,PM,PR,PG,PI,PT,PP,PV,VM,VR,VG,VI,VT,VP,VV,fn,category
943,4152,4051,3946,6610,3323,2511,22433,1627,0,938,202,613,94,1186,2336,200,514,278,1103,108,3121,1403,1046,322,796,4321,405,6137,1066,2193,318,4099,48247,12615,13955,322,2644,577,181,13342,3516,3311,36244,9184,3986,1488,4788,3218,13458,3d4b4968621c5f42d835447643f37105.opcodeSeq.txt,0
944,270,37,38,219,184,142,692,31,0,6,2,17,0,25,105,0,11,16,33,5,23,49,18,9,9,81,26,217,181,8,4,131,98,38,268,41,54,17,10,65,619,82,902,191,184,20,182,33,361,1e87d0abe94a38b5e305ac6371b4190f.opcodeSeq.txt,0
945,18085,14837,19475,51140,26267,20590,128539,6219,0,5233,1285,5880,550,7041,11838,1222,2187,1913,8811,536,9196,6296,9737,2180,8909,35080,3331,40962,3481,11375,2095,32313,84048,23806,111038,1437,17576,3575,1085,31269,28350,26312,232793,42512,23673,3833,40809,21607,59119,094f67a3a682a0cd4305d720cc786e00.opcodeSeq.txt,0
946,333,23,15,20,63,23,148,17,0,0,0,0,1,0,7,1,1,0,0,0,0,20,1,2,0,0,0,0,27,0,0,3,2,11,23,30,8,2,0,1,0,1,144,18,4,0,0,4,7,3fbad2e5b4721effbeb4ceb6c3690f5d.opcodeSeq.txt,0
947,1061,977,392,1262,1017,396,2481,104,0,167,60,154,19,146,178,53,190,92,183,31,206,339,231,82,226,1074,135,1170,486,237,46,1307,1046,338,2736,62,502,217,65,487,476,431,5351,1689,434,114,874,586,1159,d0d765731a30dc7d68ab339d144e946f.opcodeSeq.txt,0
948,232,114,208,481,431,191,1969,59,0,11,5,33,3,90,162,0,13,8,32,2,169,129,78,18,35,77,19,330,50,78,13,62,161,90,883,19,81,25,1,74,243,254,2972,257,293,55,360,63,811,1ecc3627858375bf968978156cb70562.opcodeSeq.txt,0
949,173,33,127,305,73,88,697,12,0,4,5,19,2,20,73,2,3,9,12,3,43,15,12,2,24,129,12,276,13,78,2,82,134,19,381,18,71,10,4,54,153,101,1195,164,55,28,162,50,391,9c1a90860302572a0d86bcf6c6a084ee.opcodeSeq.txt,0
950,297,1355,466,562,529,418,1812,100,0,47,56,118,8,154,175,67,56,218,378,41,409,123,140,198,237,681,158,856,165,267,81,936,1823,685,1353,141,390,329,160,667,1666,447,4426,1193,578,140,448,630,786,bba26bb93eefd3dbed1ba864dab8b8a9.opcodeSeq.txt,0
951,230,32,83,308,76,91,705,13,0,4,5,18,2,20,67,2,8,8,13,3,44,34,11,5,22,128,9,261,15,78,3,79,134,18,382,15,71,12,4,55,143,101,1153,166,88,31,160,50,392,5edba94ed95bc9c06aadfbf66c2b8f6a.opcodeSeq.txt,0
952,49,19,105,89,92,605,1292,36,0,4,0,5,1,9,79,5,0,3,7,0,13,9,6,0,9,47,9,96,11,7,0,52,85,120,200,13,17,5,1,104,101,655,2054,82,48,19,99,46,277,0bccdcc7d63f0754e9e66c806e8e9203.opcodeSeq.txt,0
953,0,1,1,7,11,8,45,1,0,1,0,9,0,3,5,0,1,0,12,0,5,0,2,0,1,14,0,9,1,1,0,15,40,20,63,1,5,8,0,21,17,10,65,24,27,1,24,9,51,0c5b06142035314e25a062f04aaa1b00.opcodeSeq.txt,0
954,1802,694,1489,4138,1773,1296,10864,359,0,230,80,369,47,470,1336,68,287,239,495,85,849,506,455,247,623,2466,482,3163,314,1053,115,2026,2157,679,7159,109,1157,571,133,1142,2046,1967,17645,2908,1866,403,2757,1472,5967,13dd34ee4cbaf6a54f6183ef80486e71.opcodeSeq.txt,0
955,231,112,203,468,422,182,1943,54,0,17,5,32,3,89,158,0,13,8,31,2,169,129,76,18,34,84,19,321,50,83,13,68,161,85,869,18,82,25,1,71,230,241,2918,246,286,58,355,63,797,0a8a0bf71a8b3196d5a1ec1144ec15e6.opcodeSeq.txt,0
956,146,64,252,325,100,57,1184,75,0,15,4,16,5,41,186,4,4,20,5,5,55,25,48,6,27,112,28,316,5,40,8,107,43,13,251,7,64,28,5,41,603,38,1687,98,116,37,65,44,442,13bca905ccc119771040fd5fd30afff1.opcodeSeq.txt,0
957,132,131,95,296,170,118,730,22,0,21,8,30,3,54,46,22,19,21,84,10,54,55,35,19,34,239,32,252,45,78,9,259,138,65,631,19,117,28,14,106,135,148,1350,387,198,8,185,148,184,015893103a16ab984c491180a53e7319.opcodeSeq.txt,0
958,0,2,1,5,3,0,33,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,2,0,3,0,1,0,2,2,1,8,0,1,0,0,0,2,4,40,10,4,1,2,1,24,353e4049a9382e87ed46a622a1575175.opcodeSeq.txt,0
